,AAPL,ACN,ADBE,AMD,AMZN,ANET,ANTM,AVY,AWK,BA,BAC,BBY,BEN,BKR,BRK-B,CDW,CE,CMCSA,CMS,CSCO,CVS,CVX,DIS,DUK,FB,GD,GM,GOOGL,GPS,HD,HSY,IBM,INTC,JNJ,JPM,KEY,KO,KSS,LMT,MA,MRK,MSFT,MYL,NDAQ,NOC,ORCL,OXY,PEP,PFE,PG,PGR,REG,ROST,SYF,T,ULTA,UNH,UPS,V,VRTX,VTR,VZ,WFC,WMT,XOM,ZTS
10,-1.1253895467357364,-1.531315075251197,-1.116460190727825,-0.7997422200972273,-1.3269888527882865,-1.033466455571672,-1.3547674070157967,-1.554057343698522,-1.3785331156117302,-1.0798263087250926,-1.1624776123735574,-1.2921407911447493,1.8623370000934507,1.5865163006370788,-1.231035234390586,-1.1498176395637347,-1.279028375909366,-1.444346838053738,-1.6593990920815824,-1.2449841117073759,-0.08368434388718454,1.339675787666012,-1.4091085391181986,-1.3951737917729095,-1.5765247189369498,-1.7614142563867903,-0.3316255458515093,-1.3213710566091927,1.8883702412435748,-1.7913797850315998,-0.8220149571815257,2.348878053545061,-0.7715303515171338,-1.2666816628061965,-1.3114804762796612,-1.005169659713969,-1.16361263196731,0.2355957380320274,-1.6278700362474008,-1.0860384667828376,-0.5707158769721492,-1.046788940467614,0.47884679571246475,-1.6726584545263459,-1.755413035648144,-0.9022079850930267,2.0003548955381274,-1.3959967310128427,-1.686297477639799,-0.602014369566209,-1.251598810647476,-1.3613704128019128,-1.7310045659809776,-2.1443780135058033,-0.23375049538093812,-2.1173445318410837,-1.619098809617393,-1.4279154817814106,-1.343992781113867,-1.1973540784551222,0.980171640125421,-0.5388502801187514,-0.3599156912140477,-0.6498090535901171,1.9969235646882846,-1.2978294110826973
11,-1.1162859987019162,-1.5385201205139698,-1.1162313320264443,-0.7957812052934218,-1.3262533240603782,-1.0452747673114469,-1.3660933384996585,-1.5609093099299187,-1.3507243531951638,-1.0892328052223508,-1.1776150988274787,-1.3110264447189306,1.8553973848370147,1.6405060798498663,-1.2621161936665786,-1.1455357045472983,-1.2794920252048447,-1.420865088336324,-1.6520057960148165,-1.2565734360069327,-0.10905084100935901,1.272879943575517,-1.363566716540477,-1.3937209295593993,-1.5925191195692303,-1.753568880784025,-0.35926279137468137,-1.3250929327018044,1.8583274738757574,-1.795533932790269,-0.8697481750556553,2.317719955843402,-0.7466914241129072,-1.3212585884407628,-1.3210909543058245,-0.9856963589415135,-1.002619414168875,0.23324327785293444,-1.6330135169856017,-1.0978126253276703,-0.58661171362325,-1.0323925077842724,0.5014701150100328,-1.67855325486236,-1.7573789002611144,-0.8920857324840068,2.033670017014188,-1.391465666210259,-1.7087761364198786,-0.6142114421076066,-1.247884972075829,-1.358193505682928,-1.743407191478624,-2.1469433607436317,-0.2835261388066314,-2.1250701622484875,-1.6246583059656403,-1.3333643737938141,-1.3580758163963789,-1.1849725573987773,0.9664997929807742,-0.582425920447857,-0.3953043486054724,-0.6790303683965875,1.990347919347292,-1.2763163826591784
12,-1.0939065938437613,-1.5163504089370412,-1.1049009489856616,-0.789443611827362,-1.324677252149113,-1.037044684977423,-1.3560618203468753,-1.5407562510060886,-1.3602836774333458,-1.0712118833803888,-1.142798750056629,-1.2710333520624615,1.9097596163286044,1.6546457814293307,-1.2397768313768158,-1.1251140716618593,-1.2396266736525592,-1.411833858149224,-1.6625677338754283,-1.235502174769614,-0.09344080344974709,1.2884142053241747,-1.3166651424448572,-1.3937209295593993,-1.5696019895955433,-1.687950959152473,-0.21856452254240744,-1.2894976743787772,1.8753083417895757,-1.7979777245872637,-0.8628531296390056,2.441105756498461,-0.72077231049048,-1.2230200243245084,-1.3010342837212772,-0.9402581412682256,-0.8945246823402074,0.28578354947234946,-1.5973113157301557,-1.0759464683810573,-0.6043780683471975,-1.0235331808424482,0.5037323606384558,-1.6662278561711648,-1.7312608622526966,-0.8313496425031824,2.043188855190594,-1.3688091898410835,-1.6588234554899068,-0.566857328858741,-1.2415183193854975,-1.3423095760210786,-1.7192782533858724,-2.10333343628047,-0.30987827854593947,-2.1047314712794876,-1.6108390037839873,-1.2400247955165309,-1.3331131731458938,-1.174775760048556,1.0303025075187822,-0.586783567594387,-0.29538469482098456,-0.6438455849537853,2.044050974030056,-1.267988686166456
13,-1.0679238248167082,-1.5022170777356627,-1.093570478627557,-0.7846904167278175,-1.323626519727446,-0.9834897265006066,-1.3363224490951027,-1.5117359507096064,-1.3528968816802147,-1.0652709342482645,-1.142798750056629,-1.2243746909904398,1.914386320650768,1.715062786881134,-1.2439858399285357,-1.114903192394558,-1.222475363158109,-1.4326059631950312,-1.6224326117477506,-1.2344485815648942,-0.06872486929418263,1.3917142312381539,-1.3085087077104929,-1.278881598549981,-1.5528914571092665,-1.6654840997663662,-0.17585311286371688,-1.2720366839677995,1.9602116847996178,-1.6845925341587298,-0.8432297656410073,2.4853506736174737,-0.7283319661365345,-1.2063257387629365,-1.2872452330340105,-0.9597314420406811,-0.9152238228763272,0.30068326165447495,-1.5880831975418848,-1.0811326119473301,-0.5585600063763136,-1.0174423539656283,0.5459627676193978,-1.658725252927578,-1.727329133026756,-0.701442037506789,2.124776576298759,-1.3907102966837857,-1.6338471150249212,-0.5489202642758257,-1.240457193738024,-1.2660656229646707,-1.658617751702723,-1.7852377181391534,-0.3596550389190234,-2.0872307399872834,-1.5928896169037345,-1.1612328220814288,-1.3290031502621167,-1.1597236712605523,1.0428348437689612,-0.604213325044305,-0.25999603742955685,-0.6205877387836467,2.040763151359558,-1.2475165701679354
14,-1.0671651837558909,-1.5000000431495533,-1.1053587537057457,-0.7838981986570415,-1.3224882485383362,-0.9667910496056964,-1.345221386443705,-1.524230748838773,-1.3476827801654332,-1.0477451229770074,-1.132202350739423,-1.1916025336673386,1.95371242493554,1.7433431707719236,-1.2436617660306568,-1.118196959565087,-1.188172565338813,-1.4199621031253526,-1.6171515420913405,-1.227073630084215,-0.06352135802959635,1.3808405442998404,-1.325501971531427,-1.2963248175531017,-1.5643501131606894,-1.6059286251325893,-0.18590319458642465,-1.2787677673265108,2.015072758721369,-1.6230128214383202,-0.8411082443311775,2.487220083409997,-0.7110526943783618,-1.190273672995701,-1.2839025343013772,-0.9045568835037006,-0.9175233374503606,0.39008033817541715,-1.5399761173980904,-1.0812728097825204,-0.5052616555980916,-1.0279628443133602,0.6628501570494237,-1.6458640562172155,-1.7110405252147762,-0.7284357837669696,2.1206969195295637,-1.3627673859855527,-1.6463355234494483,-0.540310823609319,-1.2399267321087983,-1.227943343469928,-1.645989401827531,-1.5851450371981841,-0.34501520949660647,-2.058062894596346,-1.5935250052275243,-1.0969856789929848,-1.3217501090259423,-1.174775760048556,1.0770148422287398,-0.5780682733013255,-0.2620781435594866,-0.6158167818811843,2.063778746223603,-1.2381479612502146
15,-1.06697548731669,-1.4883609287145616,-1.097232829070907,-0.7870670331651083,-1.3275141922778846,-0.9554598533201152,-1.3444123472512683,-1.5347104255823214,-1.343337557442033,-1.0462598668081595,-1.0353219754722611,-1.203267251908152,2.0161716096043207,1.706707441807005,-1.1821479952744267,-1.1096330895322137,-1.1877090928737286,-1.4380249080189003,-1.6044773778203716,-1.2081093543039783,-0.10449789271138274,1.4150153275753958,-1.2887964594470198,-1.2556224944723204,-1.5700793501218213,-1.5987963665561753,-0.16831603078596033,-1.2906064314408445,2.024216187995073,-1.6132382135557575,-0.8442903239765143,2.557636737624362,-0.6408554211274717,-1.1273493596452637,-1.2479676063971366,-0.862364319133333,-0.8807249628686427,0.4222319235758085,-1.5431528780981676,-1.0728627576445626,-0.564170490504425,-1.020487767404038,0.5995046904135671,-1.6447922557538461,-1.7130063898277461,-0.672760820090654,2.1567316317092304,-1.3763611565714335,-1.6638188188597183,-0.5065890546101153,-1.2271934267281355,-1.277184494914581,-1.6599707215998432,-1.5338395603114925,-0.3128069145988539,-2.0815548206336922,-1.5881243862572074,-1.1442612329867814,-1.32446998796108,-1.2308574971888062,1.0747365816361263,-0.5671745710030999,-0.1704845320222564,-0.5806315434548897,2.017747556495518,-1.2346781649240564
16,-1.052940989431538,-1.4969516734506667,-1.0936849516369085,-0.7862748150943324,-1.329825792917058,-0.976094573461305,-1.3484572963293513,-1.5560726188397778,-1.3615871613737163,-1.0466559401560702,-1.0398633513352697,-1.1993789418641372,1.9606524814187856,1.667500724273294,-1.2164662354235927,-1.1109506466600905,-1.1951258901278476,-1.4615063132169668,-1.6171515420913405,-1.2333949883601751,-0.0875872254526977,1.3513263358346324,-1.2813193818783484,-1.2803344607634912,-1.5700793501218213,-1.5927339195584007,-0.25876389100469177,-1.2901313188898365,2.3181134102257723,-1.616170651851068,-0.8395172045085099,2.506537951845878,-0.6635348000359705,-1.1973366211228984,-1.2483853839651224,-0.8688553162166398,-0.9474222909675221,0.43321046993550993,-1.542396660393368,-1.0800112431450384,-0.5342486218814515,-1.0224257385718434,0.6341937991812449,-1.6437204552904765,-1.7190444331766082,-0.664325395055913,2.168290027556447,-1.410345871125196,-1.638842478394732,-0.49869670240197095,-1.235682229518903,-1.3851969132277615,-1.5445125304390581,-1.5415351127350223,-0.35379888376057894,-2.0624774718073144,-1.587965508879277,-1.22184260154341,-1.3224149765191913,-1.2009957785641614,1.0428348437689612,-0.6172862664838996,-0.19338293490656397,-0.5698971179160954,1.9322608223803435,-1.2346781649240564
17,-1.0487685359450365,-1.483926859542343,-1.0962028339387095,-0.7918202282646529,-1.3255703827239007,-0.9765716889154988,-1.3427943923084453,-1.5492206526083814,-1.3581109831949962,-1.038041514811366,-1.015642968792185,-1.155497645109269,2.038147793294385,1.7182766451836071,-1.2009260027931399,-1.1069979752764596,-1.1654585242809776,-1.4190587733950346,-1.5970840817536058,-1.2281270223365786,-0.08953841811838083,1.4080247616456254,-1.2887964594470198,-1.2643441039738808,-1.559337008053554,-1.5724066833295738,-0.1507288669854942,-1.2979312846560291,2.3546871273205894,-1.6120165040923984,-0.8384562415341857,2.5532750983983656,-0.6775739251098807,-1.1889892334070264,-1.2128683930251165,-0.8169261014600457,-0.8807249628686427,0.4473258292959696,-1.521519881021548,-1.0807121253813745,-0.4818851734428429,-1.0218721230480483,0.6568171184788124,-1.6067442592168895,-1.7131467322061107,-0.6457670738304733,2.2254014323321627,-1.2902674682535715,-1.6413401600796376,-0.48793435417306785,-1.225071276627699,-1.3931388780586855,-1.5569153279827237,-1.6031019785730223,-0.35087136465505303,-2.0594818142906397,-1.5806587249375905,-1.2060834669909175,-1.3228380237090283,-1.1636080155455146,1.0246057142427654,-0.5061683420878712,-0.13717798076075996,-0.5722825963673266,1.9596604595285694,-1.2343311058728936
18,-1.0610961999653399,-1.466191005709578,-1.099521852671327,-0.791028010193877,-1.3118934924391645,-0.9695344407171936,-1.3193337370323848,-1.555266478032148,-1.3628906453140872,-1.035368038598787,-1.0095880897011347,-1.2771434476145833,2.0670640334676933,1.7677668266265594,-1.2002783490124704,-1.0990928838075251,-1.165922173576457,-1.4271870183711621,-1.6425000720854859,-1.2165378989893771,-0.0804325215224283,1.4398695538017547,-1.3132668008366242,-1.3602862447115434,-1.5368972386061452,-1.5731198003559255,-0.10550445766185419,-1.307631942290827,2.427835059789748,-1.6015088332447933,-0.8442903239765143,2.6673138500907996,-0.6786541113280791,-1.1755055569469701,-1.1961544211732025,-0.807189451073818,-0.8370271672223697,0.43634728293626873,-1.5203096095239093,-1.0727225598093724,-0.4379372728479961,-1.0263017865189605,0.6409808237376264,-1.5981700599349689,-1.7236783028207179,-0.6288962237609891,2.21656262718855,-1.3348250514654483,-1.5664116150687497,-0.4994143382561031,-1.2266629650989098,-1.340720819495049,-1.5449636351021112,-1.6210594092378163,-0.35379888376057894,-2.0544365660083597,-1.5666804241900758,-1.264269262200429,-1.3185466817114033,-1.1179659051559716,1.002958052033166,-0.48438093749142164,-0.11427957787645093,-0.5824209935309324,2.057203100882609,-1.2263504684313342
19,-1.0375789058639528,-1.483926859542343,-1.099292906652624,-0.793404626631168,-1.3095293578510314,-0.8861603578563079,-1.301374153250333,-1.560103169122289,-1.33030222077843,-1.0393287720778919,-1.029266807654917,-1.172161407229727,2.05665416935623,1.7555547535162768,-1.1915367520262397,-1.1027161030846047,-1.1696304837883191,-1.4271870183711621,-1.6118706738871382,-1.2175914921940967,-0.07522901025784202,1.4701606234972706,-1.2894758166127107,-1.271612851261931,-1.5686470864138282,-1.5877412841392666,-0.14067878526278466,-1.3279042166824129,2.4160791509693387,-1.5956439566541718,-0.8713392148783237,2.621199523179258,-0.679733885575944,-1.1896314532013639,-1.2024222004667324,-0.846136362141264,-0.8370271672223697,0.45124669597544115,-1.521671078395371,-1.07776861248007,-0.4304569840406572,-1.0301777288545702,0.6243905430106702,-1.5928110576181211,-1.7187635341567056,-0.6626385674816341,2.2322001383773884,-1.3627673859855527,-1.496477957043602,-0.5044366944434886,-1.228254552375609,-1.391550121532654,-1.5269232335924194,-1.5133172716988275,-0.28059861970110556,-2.047814700191906,-1.5466662373363858,-1.2691181555372102,-1.3161289398143965,-1.132775349768051,1.0359985395984765,-0.4451629443088475,-0.16007638364506752,-0.5627411375458943,2.0451471936437438,-1.2190638167278554
